Network,Title,Complete URL,Token ID
Ethereum,STAIK.ai - Founding Members #69 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951131457562869761,25380209649379226024419650074902449696200324068147129710905951131457562869761
Ethereum,STAIK.ai - Founding Members #70 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951132557074497537,25380209649379226024419650074902449696200324068147129710905951132557074497537
Ethereum,STAIK.ai - Founding Members #71 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951133656586125313,25380209649379226024419650074902449696200324068147129710905951133656586125313
Ethereum,STAIK.ai - Founding Members #72 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951134756097753089,25380209649379226024419650074902449696200324068147129710905951134756097753089
Ethereum,STAIK.ai - Founding Members #73 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951135855609380865,25380209649379226024419650074902449696200324068147129710905951135855609380865
Ethereum,STAIK.ai - Founding Members #74 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951136955121008641,25380209649379226024419650074902449696200324068147129710905951136955121008641
Ethereum,STAIK.ai - Founding Members #75 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951138054632636417,25380209649379226024419650074902449696200324068147129710905951138054632636417
Ethereum,STAIK.ai - Founding Members #76 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951139154144264193,25380209649379226024419650074902449696200324068147129710905951139154144264193
Ethereum,STAIK.ai - Founding Members #77 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951140253655891969,25380209649379226024419650074902449696200324068147129710905951140253655891969
Ethereum,STAIK.ai - Founding Members #78 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951141353167519745,25380209649379226024419650074902449696200324068147129710905951141353167519745
